category,product_name,podio,reviews_rating_number,reviews_amount,_source,_data_coleta,old_price,new_price,ranking_number
 Informática,Controle Joystick Sem Fio Sony Playstation 5 Dualsense Midnight Black,5º MAIS VENDIDO,4.9,20505,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,511.93,455.5,5
 Joias e Relógios,Par Aliança Anatômica Prata 4mm Diamantada De Namoro + Anel,4º MAIS VENDIDO,4.6,5223,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,79.99,26.66,4
 Joias e Relógios,Relógio De Pulso Casio Youth W-218h Negro,5º MAIS VENDIDO,4.8,4933,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,211.41,150.07,5
 Beleza e Cuidado Pessoal,Creme Hidratante Textura Cremosa 454g Cerave,18º MAIS VENDIDO,4.9,15741,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,99.99,94.99,18
 Beleza e Cuidado Pessoal,Britânia Escova Secadora Bec02pr Bivolt 4 Em 1 1300w Cor Preto E Rosa 127v 220v,19º MAIS VENDIDO,4.7,8303,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,119.9,11.75,19
 Animais,Tapete Higiênico Standard Profissional 50 Unidades - 1ª Linha (60x55),20º MAIS VENDIDO,4.2,2170,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,52.9,44.39,20
 Eletrodomésticos,Ventilador Teto Aires Branco 3 Pás Controle Remoto Luminária Silencioso Inverter Bivolt Ventisol,15º MAIS VENDIDO,4.7,4091,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,268.16,233.86,15
 Eletrodomésticos,Cooktop Itatiaia 5 Bocas Essencial Preto - Bivolt 127v/220v,16º MAIS VENDIDO,4.8,1903,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,648.4,408.9,16
 Construção,Tomada Inteligente Smart Wifi Controle Automação Ekaza 16a,15º MAIS VENDIDO,4.9,2012,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,56.95,5.58,15
 Construção,Papel De Parede Ripado Madeira Adesivo 10m X 45cm Lavável,16º MAIS VENDIDO,4.6,1745,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,49.49,44.05,16
 Construção,"Manta Líquida Emborrachada Impermeabilizante 3,6kg",17º MAIS VENDIDO,4.6,3818,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,79.33,26.0,17
 Brinquedos e Hobbies,Jogo De Bingo Completo Metal Javick,12º MAIS VENDIDO,4.7,1895,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,7.73,12
 Brinquedos e Hobbies,Boneco Spider Man 24 Cm Marvel Avengers Hasbro,13º MAIS VENDIDO,4.8,2100,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,52.98,17.66,13
" Casa, Móveis e Decoração",Câmera De Segurança Rezzet Lâmpada Ip Wifi Com Visão Noturna Interna Externa App Yoosee Espiã 360º Cor Branco,15º MAIS VENDIDO,4.6,2744,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,74.9,59.92,15
 Celulares e Telefones,Samsung Galaxy A15 4g Dual Sim 128 Gb Azul-escuro 4 Gb Ram,12º MAIS VENDIDO,4.8,102727,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.388,809.89,12
 Celulares e Telefones,Samsung Galaxy A15 5g Dual Sim 128gb Azul-escuro 4gb Ram,13º MAIS VENDIDO,4.8,61041,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.729,894.37,13
" Eletrônicos, Áudio e Vídeo",Pilha Alcalina Aaa Palito Duracell Com 16 Unidades,10º MAIS VENDIDO,4.9,3463,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,68.53,6.72,10
" Eletrônicos, Áudio e Vídeo",Smart Tv Led 43  Ultra Hd 4k LG 43ur781c0sa.bwz Preto Thinq Ai 3 Hdmi 2 Usb Wi-fi Bluetooth Hdr10,11º MAIS VENDIDO,4.8,9036,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,3.819,1.847,11
" Calçados, Roupas e Bolsas",Calça Skinny Preta Masculina Jeans Com Elastano Lycra 2023,13º MAIS VENDIDO,4.5,22214,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,59.07,54.3,13
" Calçados, Roupas e Bolsas",Kit 10 Cueca Boxer Zorba 781 Original Em Algodão Sem Costura,14º MAIS VENDIDO,4.7,8634,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,212.49,178.49,14
 Câmeras e Acessórios,Ringlinght Led Luz Flash Estudio Profissional Com Tripe 210m Cor Da Estrutura Preto Cor Da Luz 03 Três Cores 110v/220v (bivolt),10º MAIS VENDIDO,4.6,1766,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,46.51,4.0,10
 Câmeras e Acessórios,Sistema Microfone Duplo Hollyland Lark M2 Combo Sem Fio Cor Preto,11º MAIS VENDIDO,4.9,685,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.06,1.102,11
 Esportes e Fitness,Suplemento Em Pó Creatina 300g Pura Black Skull Sem Sabor Potencialize Sua Força E Recuperacao Muscular,7º MAIS VENDIDO,4.7,5181,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.59,13.2,7
 Esportes e Fitness,Suplemento Monohidratada Em Pó Max Titanium Pote 300mg Pó Sem Sabor,8º MAIS VENDIDO,4.8,61759,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,51.9,17.3,8
 Ferramentas,Manta Asfáltica Auto Adesiva Aluminizada - 30cm X 10m,7º MAIS VENDIDO,4.8,10916,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,67.38,52.1,7
 Ferramentas,Parafusadeira Furadeira Sem Fio The Black Tools Bateria 12v Cor Amarelo E Preto Frequência 60 110v/220v,8º MAIS VENDIDO,4.6,9948,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,273.86,178.6,8
 Festas e Lembrancinhas,Balão Bexiga Redondo Cores Lisas 9 Polegadas 50 Unidades,6º MAIS VENDIDO,4.4,517,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,20.9,17.13,6
 Festas e Lembrancinhas,Bexiga Metalizada Balões Decoração 50 Un Nº9 Festa E Eventos,7º MAIS VENDIDO,4.6,538,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,49.99,29.99,7
 Instrumentos Musicais,Suporte Viola Guitarra Violão Baixo Ask G3s Chão Com Trava Cor Preto,7º MAIS VENDIDO,4.7,914,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,51.05,5.0,7
 Instrumentos Musicais,Sistema Microfone Duplo Hollyland Lark M2 Combo Sem Fio Cor Preto,8º MAIS VENDIDO,4.9,685,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.06,1.102,8
 Games,Ssd M.2 Nvme Pcie Gen 4.0 Interno Kingston Nv2 1tb M.2 2280 Snv2s/1000g Velocidade De Leitura Até 3500mb/s E Gravação 2800mb/s Interno Cor Celeste,6º MAIS VENDIDO,4.9,5183,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,457.58,429.47,6
 Indústria e Comércio,Plastico Bolha - Bobina 40x20 Metros Super Promoção,6º MAIS VENDIDO,4.3,1120,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,44.9,36.81,6
 Informática,Fone De Ouvido Headphone Dapon H02d Bluetooth 5.1 Com Microfone Cor Preto,6º MAIS VENDIDO,4.8,3996,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,144.9,78.24,6
 Joias e Relógios,Brinco Prata 925 Argola Masculino Cravejado Zircônia Banhado Cor Prateado,6º MAIS VENDIDO,4.6,1168,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,25.28,2.48,6
 Joias e Relógios,Samsung Galaxy Fit3 Pulseira Esportiva Branca,7º MAIS VENDIDO,4.8,7052,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,322.49,31.0,7
 Eletrodomésticos,Electrolux Powerspeed Stk15 Aspirador De Pó Vertical Com Fio 1450w 2 Em 1 Ultra Filtro Hepa Cor Cinza 127v,17º MAIS VENDIDO,4.8,25466,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,239.99,218.53,17
 Construção,Lorenzetti Loren Shower Ultra Multitemperaturas Branco 220v 7500 W,18º MAIS VENDIDO,4.7,25863,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,114.18,11.0,18
 Construção,"Fio Elétrico Cabo Flexível 2,5mm Rolo 50 Metros Com Inmetro",19º MAIS VENDIDO,4.4,844,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,52.99,44.51,19
 Brinquedos e Hobbies,Piscina Retangular Pequena 1000 Litros Portátil - Mor,14º MAIS VENDIDO,4.7,595,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,269.68,193.99,14
 Brinquedos e Hobbies,Conect Brinq Bv0012 Patinete Infantil Dobrável 4 Rodas Cor Azul,15º MAIS VENDIDO,4.5,3405,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,229.88,164.16,15
" Casa, Móveis e Decoração",Toalhas De Banho Laune Haus Banhão 4 Unid 70x135cm,16º MAIS VENDIDO,4.3,28439,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.99,69.51,16
" Casa, Móveis e Decoração",Kit 10 Luminária Teto Spot Led 7w Direcionável 3000k 6500k,17º MAIS VENDIDO,4.8,4674,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,53.98,46.42,17
 Celulares e Telefones,Smartphone Motorola Moto G54 5g 256 Gb Verde 8 Gb Ram,14º MAIS VENDIDO,4.7,31595,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.56,1.162,14
" Eletrônicos, Áudio e Vídeo",Projetor Hy300 Portátil Branco 110v/220v,12º MAIS VENDIDO,4.6,3886,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,240.53,23.0,12
" Eletrônicos, Áudio e Vídeo",Smart Tv 32'' LG Hd 32lr600bpsa Processador 5 Ger6 Alexa Webos,13º MAIS VENDIDO,4.8,2474,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.698,1.139,13
" Calçados, Roupas e Bolsas",Chinelo Masculino E Feminino Havaianas Top - Opção De Cores,15º MAIS VENDIDO,4.8,11433,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,36.99,3.62,15
" Calçados, Roupas e Bolsas",Kit Com 10 Calcinhas Tanga Sem Costura Corte Laser Atacado,16º MAIS VENDIDO,4.2,25801,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,89.9,49.44,16
 Câmeras e Acessórios,Ringlinght Led Luz Flash Estudio Profissional Com Tripe 210m,12º MAIS VENDIDO,4.5,4743,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,109.99,65.99,12
 Câmeras e Acessórios,Cartão De Memória 32gb Micro Sd Wd Purple 16tbw - Intelbras,13º MAIS VENDIDO,4.9,613,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,51.78,5.08,13
 Esportes e Fitness,Lanterna Tática Militar Sabre De Luz,9º MAIS VENDIDO,4.4,5140,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,30.06,2.95,9
 Ferramentas,Jogo De Soquete Aço Crv 1/4 Catraca Chave Allen C/ Maleta,9º MAIS VENDIDO,4.5,16293,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,42.9,39.91,9
 Festas e Lembrancinhas,Kit Balão 2025 + 2 Cortina + 10 Balões - Decoração Ano Novo,8º MAIS VENDIDO,4.6,156,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,37.77,3.7,8
 Festas e Lembrancinhas,Bexiga Balão Liso 9 Polegadas 50 Unidades,9º MAIS VENDIDO,4.8,1313,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,20.89,18.38,9
 Instrumentos Musicais,2x Microfones Sem Fio Profissional Dinâmico Karaoke Duplo Cor Preto,9º MAIS VENDIDO,4.3,568,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,119.67,11.0,9
 Instrumentos Musicais,Microfone Sem Fio Jbl Partybox X 2 Recarregável Preto,10º MAIS VENDIDO,4.9,359,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,574.99,549.96,10
 Games,Controle Compatível Ps4 Bluetooth Pc Gamer Tv Smart Preto Dualshock 4,7º MAIS VENDIDO,4.6,666,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,57.14,5.6,7
 Indústria e Comércio,"Plástico P/ Plastificação Mares A4 220x307 0,05 100 Unidades",7º MAIS VENDIDO,4.9,5814,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,68.89,58.55,7
 Informática,Fone De Ouvido Wave Buds Sem Fio Preto Jbl Jblwbudsblk,7º MAIS VENDIDO,4.8,4127,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,276.68,256.1,7
 Joias e Relógios,Relógio De Parede Led Digital Grande Termometro Recepção Cor Da Estrutura Preto Cor Do Fundo Preto,8º MAIS VENDIDO,4.7,3497,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,90.82,8.0,8
 Joias e Relógios,1 Limpa Prata Monzi 35 Ml + 1 Flanela Magica,9º MAIS VENDIDO,4.7,2399,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,20.96,1.0,9
 Eletrodomésticos,Lâmpada Inteligente Ekaza Ekhm-t609 Rgb A60 9w+3rgb Smart Alexa E Google Home,18º MAIS VENDIDO,4.7,5850,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,38.9,35.01,18
 Eletrodomésticos,Ventilador De Parede E Mesa  Wap Flow Turbo Com 8 Pás 3 Velocidades 127v,19º MAIS VENDIDO,4.6,10992,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,349.83,209.9,19
 Construção,Tomada Inteligente Wifi 20a Pino Grosso Ekaza Medidor De Consumo Smart Alexa Google Tuya Smart Life 110v 220v Bivolt,20º MAIS VENDIDO,4.9,1196,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,56.9,54.05,20
 Brinquedos e Hobbies,Bicicleta De Equilíbrio 4 Rodas Buba Infantil Sem Pedal Cor Azul,16º MAIS VENDIDO,4.8,5317,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,180.65,17.0,16
 Brinquedos e Hobbies,Bebê Reborn Menino Original Realista Articulado De Silicone,17º MAIS VENDIDO,4.4,1201,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,299.9,149.95,17
" Casa, Móveis e Decoração",Jogo De Lençol Queen 3 Peças 400 Fios C/ Elástico Hotel,18º MAIS VENDIDO,4.6,3403,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,59.99,37.19,18
 Celulares e Telefones,Smartphone Samsung Galaxy A06 4g 6.7 Octa Core 128gb 4gb Cor Azul-escuro,15º MAIS VENDIDO,4.8,596,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.2650000000000001,721.0,15
 Celulares e Telefones,"Smartphone Motorola Moto G24 128gb 4gb 6,6'' Hd+ Android 14 4g/lite Dual Sim Grafite",16º MAIS VENDIDO,4.8,40879,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.399,708.7,16
" Eletrônicos, Áudio e Vídeo",Smart Tv Samsung Un32t4300a 32  Hd Led,14º MAIS VENDIDO,4.8,19490,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.361,1.188,14
" Eletrônicos, Áudio e Vídeo",Echo Pop Smart Speaker Amazon Cor Preto C2h4r9,15º MAIS VENDIDO,4.8,15556,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,265.91,25.0,15
" Calçados, Roupas e Bolsas",Kit 10 Cuecas Box Boxer Microfibra Original Qualidade,17º MAIS VENDIDO,4.4,36453,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,72.9,69.25,17
" Calçados, Roupas e Bolsas",Kit 9 Pares Meias Puma Sapatilha Cano Baixo Atacado Original,18º MAIS VENDIDO,4.8,11810,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,131.65,69.99,18
 Câmeras e Acessórios,"Tripé Câmera Profissional Canon 1,80 Mts + Suporte Celular",14º MAIS VENDIDO,4.8,3564,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,154.9,128.56,14
 Câmeras e Acessórios,"Porta Banner 2,20m C Garras Pedestal Tripé Suporte Imediato",15º MAIS VENDIDO,4.7,2240,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,64.9,46.07,15
 Esportes e Fitness,Creatina Monohidratada 1kg 100% Pura Soldiers Nutrition Sem Sabor,10º MAIS VENDIDO,4.8,161382,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,239.9,143.94,10
 Esportes e Fitness,Colchão Inflável Casal Com Inflador Acoplado Multiuso Mor 409072 Azul,11º MAIS VENDIDO,4.7,16792,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,189.76,158.56,11
 Ferramentas,Parafusadeira E Furadeira Sem Fio Bateria 12v Bivolt 3/8  10mm Com Maleta E Acessorios The Black Tools,10º MAIS VENDIDO,4.6,17665,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,258.47,179.8,10
 Ferramentas,Furadeira Parafusadeira Sem Fio De 10mm Philco Ppf12m 12v + Acessório 110v/220v,11º MAIS VENDIDO,4.8,2465,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,248.63,189.43,11
 Festas e Lembrancinhas,Brinquedo Luva Lança Teia + Máscara Homem Aranha Presente,10º MAIS VENDIDO,4.5,1057,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,42.5,34.85,10
 Festas e Lembrancinhas,Inflador Compressor Automático Bomba Elétrica Bexigas Balões,11º MAIS VENDIDO,4.8,2141,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.99,7.74,11
 Instrumentos Musicais,Kit 2 Microfone Sem Fio Profissional Uhf Led Com Receptor Ec,11º MAIS VENDIDO,4.6,1603,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,192.99,18.92,11
 Instrumentos Musicais,Encordoamento Giannini Cobra 010 P/ Violão Aço,12º MAIS VENDIDO,4.8,2684,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,34.3,32.17,12
 Games,Microfone Hollyland Lark M2 Duo Combo Duplo Para 2 Pessoas Cor Preto,8º MAIS VENDIDO,4.9,1103,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.605,110.0,8
 Games,Microsoft Xbox Series S 512gb Standard Cor Branco,9º MAIS VENDIDO,4.9,10893,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,3.71,2.75,9
 Indústria e Comércio,Caneta Bic Azul Esferográfica Cristal 50 Unidades 1.0 Mm Cx Cor Do Exterior Transparente,8º MAIS VENDIDO,4.9,670,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,34.51,3.38,8
 Indústria e Comércio,Kit 100 Sacolas Plástica Personalizada Gratidão Boca Palhaço,9º MAIS VENDIDO,4.8,1237,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.79,3.9,9
 Informática,Impressora Multifuncional Cor Epson Ecotank L3250 127/220v,8º MAIS VENDIDO,4.8,31937,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.665,1.099,8
 Informática,"Notebook Samsung Galaxy Book4 Intel Inside U300, 8gb, 256gb Ssd, Uhd Graphics, 15.6  Full Hd Led, 1.55kg, Windows 11 Home, Np750xgj-kg7br",9º MAIS VENDIDO,4.8,857,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,4.565,2.399,9
 Joias e Relógios,Par Aliança Prata Namoro Compromisso 4mm Chanfrada E Anel,10º MAIS VENDIDO,4.7,3270,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,79.99,26.66,10
 Eletrodomésticos,Grill Sanduicheira Cadence San400  Elétrica Chapa Misteira Tostex Tostequeira Hambúrguer Click 127v,20º MAIS VENDIDO,4.8,14570,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,151.4,122.63,20
 Brinquedos e Hobbies,Jogo Super Banco Imobiliário Estrela Sar3043994 ,18º MAIS VENDIDO,4.7,2207,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,249.99,168.97,18
" Casa, Móveis e Decoração","2 Coberta Manta Soft Casal Microfibra Veludo 2,00x1,80 Mts",19º MAIS VENDIDO,4.2,6877,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,65.26,49.99,19
" Casa, Móveis e Decoração",Jogo De Lençol Solteiro Com Fronha Ponto Palito Em 200 Fios ,20º MAIS VENDIDO,4.5,11009,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,52.4,41.92,20
 Celulares e Telefones,Samsung Galaxy A15 Dual Sim 5g 256gb Azul-escuro 8gb Ram ,17º MAIS VENDIDO,4.8,61041,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.399,1.11,17
 Celulares e Telefones,Fone De Ouvido Corrida Bluetooth Regulável Entrada P2 Mp3,18º MAIS VENDIDO,4.4,12333,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,36.99,3.62,18
" Eletrônicos, Áudio e Vídeo",Fone De Ouvido Wave Buds Sem Fio Preto Jbl Jblwbudsblk,16º MAIS VENDIDO,4.8,4127,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,276.68,256.1,16
" Eletrônicos, Áudio e Vídeo",Carregador De Pilhas Recarregáveis Duracell Aa/aaa Com 4 Aa,17º MAIS VENDIDO,4.9,6172,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,162.88,15.0,17
" Calçados, Roupas e Bolsas",Camisas Masculinas Polo De Alta Qualidade,19º MAIS VENDIDO,4.6,11265,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,44.9,37.9,19
" Calçados, Roupas e Bolsas",Mochila Masculina Impermeável Faculdade Alça Reforçada,20º MAIS VENDIDO,4.5,22772,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,99.99,89.99,20
 Câmeras e Acessórios,Tripé Profissional 2.1m + Suporte Para Celular Câmera ,16º MAIS VENDIDO,4.5,1752,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,33.27,3.26,16
 Câmeras e Acessórios,Ringlinght Profissional Iluminador Luz Led Tripe Microfone ,17º MAIS VENDIDO,4.6,4415,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,125.64,105.53,17
 Câmeras e Acessórios,Zeiss Lens Wipes X100 Lenços Umedecido Limpa Lentes Óculos,18º MAIS VENDIDO,4.9,206,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,69.99,23.33,18
 Esportes e Fitness,Creatina Monohidratada Pura 1kg Dark Lab Unidade Sem Sabor,12º MAIS VENDIDO,4.8,70480,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,227.82,149.69,12
 Esportes e Fitness,Creatina Monohidratada Pote 300g 100% Pura Soldiers Nutrition,13º MAIS VENDIDO,4.8,161382,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,49.27,13
 Esportes e Fitness,Whey 100% Hd Refil Black Skull 900g Wpc Wpi E Wph Sabor Baunilha,14º MAIS VENDIDO,4.7,17754,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,68.64,14
 Ferramentas,Parafusadeira E Furadeira A Bateria Wap Bpf 12k3 12v Com Maleta Bivolt,12º MAIS VENDIDO,4.7,60041,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,240.78,187.3,12
 Festas e Lembrancinhas,Balão Número Metalizado Bexiga Festa Aniversário Todas Cores,12º MAIS VENDIDO,4.6,321,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,18.31,10.98,12
 Festas e Lembrancinhas,Jogo Garfo Faca Colher Inox 36 Peças Restaurante Bufffet Cor Cinza,13º MAIS VENDIDO,4.8,1328,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,77.99,7.65,13
 Instrumentos Musicais,Pandeiro Profissional Izzo Pele Preta 10 Corpo Abs 6480 Cor Preto,13º MAIS VENDIDO,4.7,1408,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,26.3,13
 Games,Controle Wireless Dual Shock Sem Fio Compativel Para Ps3 ,10º MAIS VENDIDO,4.5,4796,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.5,36.34,10
 Games,Ssd Kingston 480gb Sata Iii A400 Sa400s37/480g Preto,11º MAIS VENDIDO,4.9,2102,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,232.76,22.82,11
 Indústria e Comércio,Mercado Pago: Máquina De Cartão Point Smart 4g Wifi,10º MAIS VENDIDO,4.7,2594,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,349.9,188.94,10
 Indústria e Comércio,Sacola De Papel P 18x22x10cm 50und Kraft Resistente Com Alça,11º MAIS VENDIDO,4.8,1460,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,29.99,2.94,11
 Informática,Fone Agold Fn-bt10 Bluetooth 3 Geração Para iPhone 8 X Xr 11 12 13 14 15 Cor Branco Luz Verde,10º MAIS VENDIDO,4.4,1555,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,57.9,5.68,10
 Informática,Headset Qcy H3 Anc Adaptativo Bluetooth 5.3 Multiponto 60h Cor Preto,11º MAIS VENDIDO,4.9,5592,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,362.6,289.32,11
 Joias e Relógios,Relógio Casio G-shock Masculino Digital Dw-5600uhr-1dr,11º MAIS VENDIDO,4.8,424,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,709.41,319.23,11
