category,product_name,podio,reviews_rating_number,reviews_amount,_source,_data_coleta,old_price,new_price,ranking_number
" Eletrônicos, Áudio e Vídeo",Pilha Alcalina Aa Pequena Duracell Com 16 Unidades,3º MAIS VENDIDO,4.9,6925,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,93.75,74.9,3
" Eletrônicos, Áudio e Vídeo",Tv Box Aquário Stv-3000 Plus 4k 16gb 5 Geração,4º MAIS VENDIDO,4.6,7047,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,232.5,202.27,4
" Calçados, Roupas e Bolsas","Sutiã Plus Size Base Cruzada Reforçado, Up",6º MAIS VENDIDO,4.5,17881,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,52.62,36.84,6
" Calçados, Roupas e Bolsas",Sandália Feminina Brilho Strass Tendência Moda Original,7º MAIS VENDIDO,4.8,11852,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.88,68.95,7
 Câmeras e Acessórios,"Impressora Multifuncional Hp Smart Tank 584 Tanque De Tinta Colorida Wifi Com Autorreparo, Usb Impressora, Copiadora E Scanner Cor Cinza Chumbo 5d1c1a",4º MAIS VENDIDO,4.8,2894,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,899.98,809.98,4
 Esportes e Fitness,Creatina Monohidratada Em Pote 3000mg 100% Pura Dark Lab,1º MAIS VENDIDO,4.8,70480,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,52.86,1
 Ferramentas,Parafusadeira E Furadeira Impacto The Black Tools Tb-21pw 21v 3/8 Cor Amarelo Frequência 50/60 Hz 110v/220v,1º MAIS VENDIDO,4.7,5192,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,321.54,199.51,1
 Instrumentos Musicais,Caixa De Som Go 4 Black Jbl À Prova D'água Jblgo4blk Cor Preto 110v/220v,1º MAIS VENDIDO,4.8,2154,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,276.99,26.0,1
 Bebês,Pampers Fralda Pants Ajuste Total Max Xxg 78 Unidades,15º MAIS VENDIDO,4.9,10944,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,138.4,114.9,15
 Bebês,Kit Saco Para Armazenar Leite Materno 25 Unidades 200ml Branco Buba 09923,16º MAIS VENDIDO,4.9,2774,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,32.17,3.15,16
 Beleza e Cuidado Pessoal,Tônico Poderoso Gold Spell 250ml Antiqueda E Preenche Falhas,13º MAIS VENDIDO,4.7,13440,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,137.43,13.0,13
 Beleza e Cuidado Pessoal,Carga Para Aparelho De Barbear Mach3 Sensitive 16un Gillette,14º MAIS VENDIDO,4.8,9446,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,151.9,92.73,14
 Animais,Ração Granplus Choice Frango E Carne Cães Adultos 15kg,15º MAIS VENDIDO,4.8,407,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,159.38,130.78,15
 Acessórios para Veículos,"Sintra Pro Limpeza Interna De Veiculos Vonixx 1,5l",15º MAIS VENDIDO,4.9,4255,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.89,34.16,15
 Acessórios para Veículos,Capa Para Moto Forrada Impermeável Térmica Sol Chuva,16º MAIS VENDIDO,4.8,19642,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,99.99,59.99,16
 Antiguidades e Coleções,Kit Medalha 10 Unidades 29mm Mini Honra Ao Mérito,14º MAIS VENDIDO,4.5,569,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,33.9,29.83,14
 Antiguidades e Coleções,Vitrola Raveo Sonetto Chrome Brown 10w Bluetooth Bivolt Cor Marrom 110v/220v,15º MAIS VENDIDO,4.8,545,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,449.34,43.0,15
 Eletrodomésticos,Balança Digital De Precisão Cozinha 10kg Nutrição E Dieta Capacidade Máxima 10 G Cor Branco Wellmix Clink Wincy Sf-400,9º MAIS VENDIDO,4.6,5304,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,20.96,1.0,9
 Eletrodomésticos,Refil Filtro Purificador Electrolux Pe11b Pe11x A11954301,10º MAIS VENDIDO,4.9,4106,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,114.4,68.71,10
 Construção,Chuveiro Ducha Loren Shower Eletrônico Lorenzetti ,9º MAIS VENDIDO,4.7,6036,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,149.9,142.4,9
 Brinquedos e Hobbies,Jogo Jacaré Morde Dedo Crocodilo Dentista Verde Polibrinq,7º MAIS VENDIDO,4.5,3569,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,12.67,1.24,7
 Brinquedos e Hobbies,Boneca Bebê Reborn Silicone Realista Banho Permitido,8º MAIS VENDIDO,4.6,1864,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,259.9,129.95,8
" Casa, Móveis e Decoração",Água Sanitária Super Candida 5l,8º MAIS VENDIDO,4.9,6885,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,12.21,1.2,8
" Casa, Móveis e Decoração",Câmera De Segurança Qkz Kz-818 Lâmpada Ip Wifi Com Visão Noturna Cor Branco,9º MAIS VENDIDO,4.5,3068,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,64.55,6.33,9
 Celulares e Telefones,"Smartphone Motorola Moto G34 5g 4 128gb Gb Ram Dual Sim Android Azul Tela Hd+ 6,5''",8º MAIS VENDIDO,4.8,20493,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.699,798.7,8
" Eletrônicos, Áudio e Vídeo",Mini Projetor Portátil 4k Android Full Hd Smart Wifi Cinema,5º MAIS VENDIDO,4.5,5909,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,339.9,295.71,5
" Calçados, Roupas e Bolsas",Calça De Sarja Masculina Bolso Faca/embutido C/ Lycra,8º MAIS VENDIDO,4.6,14765,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,59.9,8
" Calçados, Roupas e Bolsas",Camisetas Raglan Proteção Uv Térmica Camisas Dry Fit Voker,9º MAIS VENDIDO,4.6,7305,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,52.9,36.99,9
 Câmeras e Acessórios,Microfone Hollyland Lark M2 Duo Combo Duplo Para 2 Pessoas Cor Preto,5º MAIS VENDIDO,4.9,1103,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.605,110.0,5
 Esportes e Fitness,Creatina Monohidratada Pura 500g Dark Lab Unidade,2º MAIS VENDIDO,4.8,70480,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,93.62,74.9,2
 Ferramentas,Jogo Combo Kit De Chave De Fenda Philips Soquete Completo Marca Quicko Kit 46 Peças De Aço Crv 1/4 Maleta Cor Vermelho,2º MAIS VENDIDO,4.5,5198,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,45.41,4.0,2
 Festas e Lembrancinhas,Jogo Talheres Faqueiro Búzios Aço Inox 24 Peças Tramontina,1º MAIS VENDIDO,4.8,3858,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,109.99,77.93,1
 Instrumentos Musicais,Microfone Hollyland Lark M2 Duo Combo Duplo Para 2 Pessoas Cor Preto,2º MAIS VENDIDO,4.9,1103,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.605,110.0,2
 Games,Controle Para Xbox 360 Com Fio Joystick Tv/pc/android,1º MAIS VENDIDO,4.7,3461,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,59.9,5.87,1
 Indústria e Comércio,Mercado Pago: Point Pro2 - A Maquininha De Cartão + Completa,1º MAIS VENDIDO,4.7,44178,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,199.9,129.93,1
 Informática,Mouse Sem Fio Recarregável Wireles Optico Led Rgb Ergonômico,1º MAIS VENDIDO,4.7,22187,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,29.67,28.18,1
 Bebês,Fórmula Infantil Ninho Fases 1+ Entre 1 A 3 Anos 800g Nestlé,17º MAIS VENDIDO,4.9,3145,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.9,3.91,17
 Bebês,Shampoo Redutor De Grisalhos Grecin Control Gx 118 Ml,18º MAIS VENDIDO,4.7,1927,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,94.9,73.79,18
 Beleza e Cuidado Pessoal,Pack Toalha Umedecida Disney Baby Huggies Max Clean Pacote 4 Unidades Leve Mais Pague Menos,15º MAIS VENDIDO,4.9,1250,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,47.38,38.9,15
 Animais,Ração Quatree Life Gatos Castrados Salmão E Arroz 10.1kg,16º MAIS VENDIDO,4.9,547,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,197.89,142.48,16
 Animais,Ração Quatree Cães Adultos Todas As Raças Sabor Carne 15kg,17º MAIS VENDIDO,4.8,762,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,113.6,95.99,17
 Acessórios para Veículos,Bomba De Ar Car Air Pump Mini Compressor Portátil Calibra Encher Pneu De Carro Bike Moto Cor Preto Usb,17º MAIS VENDIDO,4.7,2387,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,94.99,9.31,17
 Antiguidades e Coleções,Kit Medalha Agel Mini 29mm 10 Peças,16º MAIS VENDIDO,4.5,492,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,31.4,3.08,16
 Antiguidades e Coleções,Vitrola Raveo Sonetto Toca-discos Com Bt Usb Reproduz/grava Cor Madeira Voltagem Bivolt,17º MAIS VENDIDO,4.9,150,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,432.7,41.0,17
 Eletrodomésticos,"Ferro De Passar Seco E Vapor Electrolux Efficient Base Antiaderente Vapor Vertical Extra 1200w De Potência Cabo 1,35m Esi10 110v",11º MAIS VENDIDO,4.7,8757,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,109.99,99.71,11
 Eletrodomésticos,"Liquidificador L-99-fb Turbo Power 2,2 L Potência De 550w Cor Preto Mondial 220v",12º MAIS VENDIDO,4.7,130155,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,167.99,125.99,12
 Construção,Fio Elétrico Cabo Flexível 4mm Rolo 50 Metros Com Inmetro,10º MAIS VENDIDO,4.4,1022,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.99,67.93,10
 Construção,Extensão 5 Metros Com 3 Tomadas Elétricas 3 Pinos Bivolt 10a,11º MAIS VENDIDO,4.5,1208,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,18.49,1.81,11
 Brinquedos e Hobbies,Boneco Minecraft Athos Cadres Problems Lopers 1un 25cm,9º MAIS VENDIDO,4.9,368,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.99,56.87,9
" Casa, Móveis e Decoração",Kit C/12 Utensílios De Cozinha Silicone Cabo Madeira,10º MAIS VENDIDO,4.8,22907,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,58.47,39.14,10
 Celulares e Telefones,Samsung Galaxy M55 5g Dual Sim 256 Gb Azul Escuro 8 Gb Ram,9º MAIS VENDIDO,4.6,7466,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,3.199,1.5,9
" Eletrônicos, Áudio e Vídeo",Caixa De Som Go 4 Black Jbl À Prova D'água Jblgo4blk Cor Preto 110v/220v,6º MAIS VENDIDO,4.8,2154,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,276.99,26.0,6
" Calçados, Roupas e Bolsas",Kit 6 Pares Meias Puma Cano Médio Masculino Adulto Original,10º MAIS VENDIDO,4.8,13412,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,127.98,63.99,10
 Câmeras e Acessórios,Filme Instantâneo Instax Com 20 Poses Fujifilm Filmemini20 Cor Branco,6º MAIS VENDIDO,4.9,498,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,106.9,10.48,6
 Esportes e Fitness,Creatina Monohidratada 500g Soldiers Nutrition Sabor Natural,3º MAIS VENDIDO,4.8,161382,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,70.14,3
 Ferramentas,Parafusadeira Furadeira De Impacto Profissional 21v Modelo Tb-21px 2 Baterias Com Maleta The Black Tools 110/220v 60hz Amarelo,3º MAIS VENDIDO,4.6,26282,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,492.16,279.0,3
 Festas e Lembrancinhas,Balão Bexiga Metalizado 25 Unidades - N°9 - Diversas Cores,2º MAIS VENDIDO,4.7,1415,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,25.5,2.5,2
 Instrumentos Musicais,Microfone Recarregável Sem Fio Profissional Dinâmico Duplo ,3º MAIS VENDIDO,4.5,1154,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,154.89,15.18,3
 Games,Controle Joystick Sem Fio Sony Playstation 5 Dualsense Midnight Black,2º MAIS VENDIDO,4.9,20505,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,511.93,455.5,2
 Indústria e Comércio,Percarbonato De Sódio - 1kg,2º MAIS VENDIDO,4.8,3946,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,37.8,3.7,2
 Indústria e Comércio,Point Mini Nfc - A Maquininha De Cartões Do Mercado Pago,3º MAIS VENDIDO,4.6,36201,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,29.9,21.22,3
 Informática,Caixa De Som Go 4 Black Jbl À Prova D'água Jblgo4blk Cor Preto 110v/220v,2º MAIS VENDIDO,4.8,2154,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,276.99,26.0,2
 Joias e Relógios,Samsung Smartwatch Galaxy Fit3 Grafite,1º MAIS VENDIDO,4.8,7052,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,422.2,42.0,1
 Bebês,Jogo Caiu Perdeu Torre Madeira Equilíbrio Brinquedo Pais & Filhos,19º MAIS VENDIDO,4.8,3215,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,22.38,17.72,19
 Beleza e Cuidado Pessoal,Shampoo Estimulante Antiqueda 400g Vichy Dercos,16º MAIS VENDIDO,4.8,7079,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,159.9,108.2,16
 Animais,"Simparic 20 Mg 5,1 A 10 Kg 1 Unidade Zoetis",18º MAIS VENDIDO,4.8,9274,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,66.47,6.0,18
 Acessórios para Veículos,Conjunto Capa Chuva Moto Emborrachada Impermíavel Com Gola ,18º MAIS VENDIDO,4.6,7576,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,131.65,78.99,18
 Acessórios para Veículos,Bateria Moto Titan Fan Biz Bros Fazer 125 150 160 Mix Flex,19º MAIS VENDIDO,4.8,7722,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,199.99,179.99,19
 Antiguidades e Coleções,Porta Medalhas Minhas Conquistas 6mm Suporte Parede Medalhas,18º MAIS VENDIDO,4.5,101,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,43.9,39.51,18
 Eletrodomésticos,Liquidificador Ph900 Com 12 Velocidades E Pulsar Potência De 1200w Cor Preto Philco 127v,13º MAIS VENDIDO,4.7,17911,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,266.5,149.9,13
 Construção,Metais E Cia Gourmet Pia Tubo Flexível De 1/4 Volta Em Abs Cromada,12º MAIS VENDIDO,4.5,2168,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,112.79,78.95,12
 Brinquedos e Hobbies,Bicicleta Infantil Com Roda Treinamento Flower Aro 12 Nathor,10º MAIS VENDIDO,4.8,8355,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,276.32,223.81,10
" Casa, Móveis e Decoração",Select Fibras Kit 2 Travesseiros Select Luxo Fibra Antialérgica 70cm E 50cm Branco,11º MAIS VENDIDO,4.7,18560,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.87,70.98,11
" Casa, Móveis e Decoração",Lava Roupas Líquido Profissional Perfect White 7l Omo,12º MAIS VENDIDO,4.9,6426,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,94.95,74.06,12
 Celulares e Telefones,Samsung Galaxy A06 Dual Sim 128 Gb Branco 4 Gb Ram,10º MAIS VENDIDO,4.8,8626,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,1.7309999999999999,649.0,10
" Eletrônicos, Áudio e Vídeo",Caixa Caixinha De Som Bluetooth Portatil Radio Fm Potente Cor Preto Grasep Dd-3138,7º MAIS VENDIDO,4.5,8758,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,79.74,7.0,7
" Eletrônicos, Áudio e Vídeo",Fone De Ouvido Qcy T1c Bluetooth 5.1 Case 380mah Cor Preto,8º MAIS VENDIDO,4.7,26282,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,174.2,139.65,8
" Calçados, Roupas e Bolsas",Kit 6 Pares Meias Lupo Original Cano Médio Alto 3245 Atacado,11º MAIS VENDIDO,4.7,15720,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,109.82,59.97,11
 Câmeras e Acessórios,Cartão De Memória Sandisk Ultra Com Adaptador Sd 64gb - Modelo Sdsquns-064g,7º MAIS VENDIDO,4.7,3516,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,19.69,1.9300000000000002,7
 Esportes e Fitness,Creatina Monohidratada 100% - 300g Integralmédica Sabor Neutro,4º MAIS VENDIDO,4.7,52551,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,103.9,52.1,4
 Ferramentas,Parafusadeira E Furadeira De Impacto 3/8  Wap K21 Id02 2000 Mah Bivolt,4º MAIS VENDIDO,4.7,11144,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,412.31,219.29,4
 Festas e Lembrancinhas,Balão Bexiga Liso Festa Decoração 9 Polegadas C/ 50 Und,3º MAIS VENDIDO,4.6,4377,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,20.9,18.39,3
 Instrumentos Musicais,Microfone Com Fio Dinâmico Profissional Metal 5mts Sm-58 Cor Preto,4º MAIS VENDIDO,4.5,3803,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,37.63,3.0,4
 Games,Console Playstation 5 Midia Fisica Slim Branco 1tb Returnal E Ratchet E Clank Controle Sem Fio Dualsense Branco,3º MAIS VENDIDO,4.9,1771,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,4.784,3.719,3
 Indústria e Comércio,Caixa Termica Suv Cooler Com Alça 20 Litros Praia Pesca Camping Cor Preto E Amarelo Termolar,4º MAIS VENDIDO,4.8,2509,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,120.06,72.0,4
 Informática,Suporte Aluminio De Notebook Articulado Dobrável Ergonomico Prateado,3º MAIS VENDIDO,4.8,8616,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,32.9,24.67,3
 Joias e Relógios,Colar Feminino Coração Ponto Luz Prata 925+caixinha Presente,2º MAIS VENDIDO,4.5,261,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.9,34.71,2
 Joias e Relógios,Corrente De Prata 925 Masculina Conjunto Legítima + Pulseira,3º MAIS VENDIDO,4.7,1428,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,108.99,10.68,3
 Bebês,Pacote De Fraldas Premium Care Tamanho G Com 68 Unidades Pampers,20º MAIS VENDIDO,4.9,10458,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,150.9,110.39,20
 Beleza e Cuidado Pessoal,Creme Multirreparador Cicaplast Baume B5+ 40ml La Roche-posay,17º MAIS VENDIDO,4.9,13766,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,75.99,7.45,17
 Animais,Bravecto Antipulgas Carrapato Comprimido Cães 20 A 40 Kg,19º MAIS VENDIDO,4.8,3925,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,237.23,23.0,19
 Acessórios para Veículos,Bravox B3x60 X 6   Preto/prata 4  2,20º MAIS VENDIDO,4.7,4288,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,106.07,89.62,20
 Antiguidades e Coleções,Kit 2 Cantil De Bolso Inox 230 Ml Porta Bebidas Whisky/vodka,19º MAIS VENDIDO,4.8,357,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,33.98,3.33,19
 Eletrodomésticos,"Chaleira Eletrica Atacama 1,8l - Unitermi 220v",14º MAIS VENDIDO,4.8,36555,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.99,52.61,14
 Construção,"Fio Elétrico 1,5mm Cabo Flexível 1 5mm Rolo 100m Metros 750v",13º MAIS VENDIDO,4.5,984,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,59.99,5.88,13
 Construção,Escada Banqueta De Alumínio Com 3 Degraus Botafogo Lar & Lazer,14º MAIS VENDIDO,4.7,1530,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,129.9,116.37,14
 Brinquedos e Hobbies,Cozinha Infantil Menina Completa Pia Fogão Forno Sai Água Cor Rosa Pais & Filhos,11º MAIS VENDIDO,4.3,2944,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,123.06,12.0,11
" Casa, Móveis e Decoração",Downy Lírios Do Campo Amaciante De Roupas Concentrado 3l,13º MAIS VENDIDO,4.9,3963,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,63.9,46.16,13
" Casa, Móveis e Decoração","Sabão Em Pó Lavagem Perfeita Ativo Concentrado 2,2kg Omo",14º MAIS VENDIDO,4.9,13037,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,35.94,28.49,14
 Celulares e Telefones,Samsung Galaxy A15 Dual Sim 4g 256gb Azul Claro 8gb Ram,11º MAIS VENDIDO,4.8,102727,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.565,1.199,11
" Eletrônicos, Áudio e Vídeo",Smart Tv Samsung Ls32betblggxzd 32  Hd Led,9º MAIS VENDIDO,4.8,12233,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,2.508,1.125,9
" Calçados, Roupas e Bolsas",Short Praia Masculino Bermudas Verão Academia Treino Corrida,12º MAIS VENDIDO,4.6,7375,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,49.9,32.99,12
 Câmeras e Acessórios,Fujifilm Filme Instax Mini Instantâneo 40 Fotos,8º MAIS VENDIDO,4.9,802,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,192.82,18.0,8
 Câmeras e Acessórios,Cartão Micro Sd 32gb 16tbw Intelbras,9º MAIS VENDIDO,4.9,1673,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,51.52,5.05,9
 Esportes e Fitness,Creatina Monohidratada 100% Pote 300g - Dux Nutrition,5º MAIS VENDIDO,4.8,15908,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,98.76,59.26,5
 Esportes e Fitness,Creatina Monohidratada 600g 100% Pura Soldiers Nutrition Sem Sabor,6º MAIS VENDIDO,4.8,161382,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,154.9,93.99,6
 Ferramentas,Parafusadeira Furadeira The Black Tools Tb12a 3/8 Bivolt A Bateria 12v Cor Amarelo Frequência 60hz,5º MAIS VENDIDO,4.7,22848,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,137.38,109.33,5
 Ferramentas,Lavadora De Alta Pressão Kärcher Compacta 1500psi 1400w Cor Amarelo 110v,6º MAIS VENDIDO,4.7,13349,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,445.88,359.1,6
 Festas e Lembrancinhas,Fantasia Infantil Frozen Vestido Elsa + Kit De Acessórios ,4º MAIS VENDIDO,4.6,784,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,159.9,78.35,4
 Festas e Lembrancinhas,Kit C/ 4un Cortina Metalizada Fitas Para Decoração ,5º MAIS VENDIDO,4.8,3901,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,30.8,25.53,5
 Instrumentos Musicais,Microfone Sem Fio De Mão Dinâmico Profissional Karaokê Bar,5º MAIS VENDIDO,4.6,1219,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,230.3,186.05,5
 Instrumentos Musicais,Microfone Sem Fio Partybox Wireless Mic Jbl - 2 Unidades,6º MAIS VENDIDO,4.9,440,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,556.67,53.0,6
 Games,Memória Sandisk Ultra 128 Gb Micro Sd Com Adaptador Incluso,4º MAIS VENDIDO,4.6,1125,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,22.71,2.23,4
 Games,Sony Console Playstation 5 Digital Slim Branco 1tb Returnal E Ratchet E Clank Controle Sem Fio Dualsense Branco,5º MAIS VENDIDO,4.9,3768,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,5.0,3.399,5
 Indústria e Comércio,Mercado Pago: Máquina De Cartão Point Air - 4g/wifi E Nfc,5º MAIS VENDIDO,4.6,24533,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,119.9,67.14,5
 Informática,Fone De Ouvido Qcy T1c Bluetooth 5.1 Case 380mah Cor Preto,4º MAIS VENDIDO,4.7,26282,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,174.2,139.65,4
